qid,query,word_count,length_bin
3081,كم يبلغ طول حائط البراق؟,5,Medium (4-8)
3090,ما هي عاصمة التشيك؟,4,Medium (4-8)
3092,هل من الخطر شرب الكحول خلال فترة الحمل عند المرأة ؟,11,Long (9+)
3093,هل درّس  فرانسيس فوكوياما بجامعة ستانفورد؟,6,Medium (4-8)
3097,كيف تم تعريف الكوكب القزم من قبل الاتحاد الفلكي الدولي في عام 2006؟,13,Long (9+)
3098,إلى ماذا ترجع أصول مصطلحي اليمين  واليسار ؟,8,Medium (4-8)
3111,متى تأسست جمهورية باكستان الإسلامية ؟,6,Medium (4-8)
3114,ما هي الديانة السائدة في اقليم البنجاب ؟,8,Medium (4-8)
3115,كم تبلغ مساحة موريتانيا؟,4,Medium (4-8)
3125,ما هو المستقبل كالسيتريول؟,4,Medium (4-8)
3126,متى تأسست فرقة ذا كيور ؟,6,Medium (4-8)
3128,أين ولدة طل الملوحي ؟,5,Medium (4-8)
3131,ما هو كتاب غينيس ؟,5,Medium (4-8)
3133,متي ولد جان-بول شارل ايمارد سارتر؟,6,Medium (4-8)
3140,ما هو اسم أول ألبوم اطلقته المغنية سيا؟,8,Medium (4-8)
3149,ما هو اليسار الراديكالي؟,4,Medium (4-8)
3151,متى تم اغتيال فيليبوس الثاني المقدوني؟,6,Medium (4-8)
3153,ما هي أكبر سلسلة جبال في أستراليا؟,7,Medium (4-8)
3158,من هو الشيخ أحمد إسماعيل ياسين؟,6,Medium (4-8)
3164,ما هي نظرية الانفجار العظيم؟,5,Medium (4-8)
3165,اين توجد قبائل صنهاجة؟,4,Medium (4-8)
3172,أين يقع إقليم أزال؟,4,Medium (4-8)
3173,متى إستقلت المجر عن الإتحاد السوفييتي ؟,7,Medium (4-8)
3188,في أي عام تأسست جامعة كامبرج؟,6,Medium (4-8)
3194,اين تقع مدينة الجميرة؟,4,Medium (4-8)
3203,ما هي الأمراض الوراثية ؟,5,Medium (4-8)
3207,أين تقع فلسطين ؟,4,Medium (4-8)
3210,ما هي  مجموعة هيمالايا؟,4,Medium (4-8)
3211,من هو ادوارد نورتون؟,4,Medium (4-8)
3212,متى تشكلت مجموعة هيئة تحرير الشام؟,6,Medium (4-8)
3218,هل داء الكَلَب هو مرض فيروسي؟,6,Medium (4-8)
3231,من هو مخترع الحاسوب ؟,5,Medium (4-8)
3234,أين ولد عثمان بن أرطغرل ؟,6,Medium (4-8)
3265,ما هي عاصمة اسكتلندا ؟,5,Medium (4-8)
3273,ما هو نهج الرابطة الإسلامية الباكستانية؟,6,Medium (4-8)
3274,متى انسحبت القوات الأمريكية من الصومال؟,6,Medium (4-8)
3284,متى أطلق غوغل مساعده الشخصي الذكي؟,6,Medium (4-8)
3285,هل شاركت استراليا في الحرب العالمية الثانية؟,7,Medium (4-8)
3302,"متى صدر فيلم ""انقاذ الجندي رايان""؟",6,Medium (4-8)
3306,ما هو سوق المناخ؟,4,Medium (4-8)
3308,هل غالبية سكان في تركمانستان هم مسلمون؟,7,Medium (4-8)
3311,اين يوجد نصب السيف الدمشقي؟,5,Medium (4-8)
3319,متى دخلت قبيلة الشنسباني  الإسلام؟,5,Medium (4-8)
3337,متى تم افتتاح المتحف الحربي في اليمن؟,7,Medium (4-8)
3338,ما هي عاصمة ألبانيا؟,4,Medium (4-8)
3341,متى بدأة الحرب العالمية الثانية ؟,6,Medium (4-8)
3342,متى إندلعت الحرب العالمية الثانية ؟,6,Medium (4-8)
3352,ماهو التشريح ؟,3,Short (1-3)
3355,أين يقع إقليم طبرستان؟,4,Medium (4-8)
3357,ما هو الوريد الوداجي؟,4,Medium (4-8)
3358,أين تقع جزر أندمان ونيكوبار؟,5,Medium (4-8)
3362,ما المقصود بالري بالتنقيط؟,4,Medium (4-8)
3364,أين تقع مدينة بيسان؟,4,Medium (4-8)
3371,أين ولد بشار الأسد ؟,5,Medium (4-8)
3379,متى تأسس معهد باستير في فرنسا؟,6,Medium (4-8)
3391,أين ولد ويليام فورد جيبسون ؟,6,Medium (4-8)
3393,ما معنى اسم اليابان؟,4,Medium (4-8)
3399,ما هو الذهان؟,3,Short (1-3)
3401,متى صدر فيلم المومياء؟,4,Medium (4-8)
3427,"ماذا يعني إسم ""يافا"" ؟",5,Medium (4-8)
3443,من هي الشركة المنتجة لسلسلة العاب الفيفا؟,7,Medium (4-8)
3444,اين تقع منطقة الأناضول الشرقية ؟,6,Medium (4-8)
3453,متى بدأت آشانتي شيكويا دوجلاس نشاطها؟,6,Medium (4-8)
3456,كم يبلغ وزن طائر الدُّوري المُغَرِّد البالغ ؟,8,Medium (4-8)
3459,كم تبلغ مساحة إثيوبيا ؟,5,Medium (4-8)
3461,ماذا تضم منطقة راندستاد؟,4,Medium (4-8)
3472,متى تأسس المتحف الوطني للفن الحديث في بغداد؟,8,Medium (4-8)
3474,ما معنى كلمة شوغون؟,4,Medium (4-8)
3479,"من هو مؤلف "" الصراع على الشرق الأوسط "" ؟",10,Long (9+)
3481,ما سبب تسمية البحر الأسود بهذا الاسم؟,7,Medium (4-8)
3483,من هو الإنسان المنتصب؟,4,Medium (4-8)
3489,ماهو تعداد سكان بلدة الكفري العراقية ؟,7,Medium (4-8)
3492,اين يوجد مقر شركة مورغان ستانلي؟,6,Medium (4-8)
3501,"متى صدر فيلم "" اكس مان""؟",6,Medium (4-8)
3506,ما هو اسم صوت الغزال في اللغة العربية؟,8,Medium (4-8)
3509,أين تقع منطقة إيجة؟,4,Medium (4-8)
3515,ما هي الفرقاطة؟,3,Short (1-3)
3522,كم استمرت الحرب الاهلية في لبنان؟,6,Medium (4-8)
3526,لماذا حاولت بريطانيا توقيع معاهدات مع العراق بعد أحداث الحرب العالمية الثانية ؟,13,Long (9+)
3530,من انتصر في معركة معركة أبو قير البحرية بين بريطانيا وفرنسا؟,11,Long (9+)
3532,ما هو الحمل المنتبذ؟,4,Medium (4-8)
3537,أين تقع مدينة حيفا؟,4,Medium (4-8)
3543,ماهي أول دولة غزاها المغول؟,5,Medium (4-8)
3546,ما هو الفاسوبريسين ؟,4,Medium (4-8)
3551,هل دخل  العرب إسبانيا في التاريخ؟,6,Medium (4-8)
3557,أين تقع مدينة بريستول؟,4,Medium (4-8)
3568,متى ولدت سيلين ديون؟,4,Medium (4-8)
3570,أين تستخدم لغة يُورُبا؟,4,Medium (4-8)
3571,متى ولد اللاعب جوردن الكسندر سبيث ؟,7,Medium (4-8)
3574,ما هو علم الآثار؟,4,Medium (4-8)
3578,من هو يوهان غوتنبرغ؟,4,Medium (4-8)
3582,متى أنشئ  معهد جوته؟,4,Medium (4-8)
3591,متى ولد كاظم الساهر؟,4,Medium (4-8)
3593,كم تبلغ فترة حمل أنثى القنفذ؟,6,Medium (4-8)
3594,كم تبلغ مساحة المسجد الأقصى ؟,6,Medium (4-8)
3595,في أي عام ولد المصارع الأمريكي كودي رودز؟,8,Medium (4-8)
3596,ما هي اللغة الرسمية في لوكسمبورغ؟,6,Medium (4-8)
3599,متى سقطت بغداد على يد جيش المغول؟,7,Medium (4-8)
3600,هل اعترفت الأمم المتحدة رسمياً باستقلال أبخازيا؟,7,Medium (4-8)
3605,هي المسيحية دين توحيدي؟,4,Medium (4-8)
3609,متى كان حكم الفينقيين بلبنان؟,5,Medium (4-8)
3618,متي ظهرت المعابد الإغريقية ؟,5,Medium (4-8)
3628,متى توفيت حكمت أبو زيد ؟,6,Medium (4-8)
3637,ما هو استصحاب الحال في علم أصول الفقه؟,8,Medium (4-8)
3638,أين يقع جبل الدروز أو جبل حوران؟,7,Medium (4-8)
3639,من أي مدرسة تخرجة منها حكمت أبو زيد ؟,9,Long (9+)
3640,متى تم إستخدام الغوّاصات لأول مرة؟,6,Medium (4-8)
3645,أين تقع مدينة أنتيبول؟,4,Medium (4-8)
3646,ما هو الأَسْبِرِين أو حَمْضُ خَلِّيِّ الصَّفْصَافِيِّ؟,7,Medium (4-8)
3655,ما هي الفينج شوي أو الفنغ شوي؟,7,Medium (4-8)
3656,متى توفي لوتشو دالَّا ؟,5,Medium (4-8)
3657,من هو رومل ؟,4,Medium (4-8)
3663,متى وقعت معركة الفراض؟,4,Medium (4-8)
3675,ما هو تخطيط النوم؟,4,Medium (4-8)
3677,هل يحتوي البيض على البروتين؟,5,Medium (4-8)
3689,في أي عام  تأسست جامعة القديس يوسف؟,7,Medium (4-8)
3691,من هي وولستون كرافت؟,4,Medium (4-8)
3700,متى أصبحت تركمانستان دولة مستقلة؟,5,Medium (4-8)
3702,هل يمكن توليد الطاقة بالكهرباء الساكنة؟,6,Medium (4-8)
3710,متي ولد القرصان ذو اللحية السوداء ؟,7,Medium (4-8)
3712,ّأين يصبّ نهر النيل؟,4,Medium (4-8)
3715,كم كان عمر ستيفن هوكينغ عندما أصيب بمرض العصبون الحركي؟,10,Long (9+)
3717,"من هو مخرج مسلسل ""ما ملكت أيمانكم""؟",7,Medium (4-8)
3721,متى أزيح علي عبدالله صالح من السلطة ؟,8,Medium (4-8)
3725,أين تقع الغدة الدرقية ؟,5,Medium (4-8)
3730,ما هي أكبر بحيرة في إثيوبيا؟,6,Medium (4-8)
3738,هل ابن بطوطة أمازيغي؟,4,Medium (4-8)
3743,متى ولد فيديريكو غارثيا لوركا؟,5,Medium (4-8)
3744,كم كان عدد الولايات الأمريكية خلال الحرب الأهلية الأمريكية ؟,10,Long (9+)
3750,ما هو قانون الأسرة ؟,5,Medium (4-8)
3751,من وضع حجر الأساس لسد أسوان؟,6,Medium (4-8)
3755,أين تقع الناصرة ؟,4,Medium (4-8)
3758,هل توجد حشرات سامة؟,4,Medium (4-8)
3765,ما هو كتاب العهد الجديد ؟,6,Medium (4-8)
3769,ما هي البيرُقراطية؟,3,Short (1-3)
3770,ماهي أعراض التسمم بالرصاص؟,4,Medium (4-8)
3772,أين تستوطن مجموعة البَقَّارَة في مصر ؟,7,Medium (4-8)
3774,ما هو الطور الجُريبي؟,4,Medium (4-8)
3777,ما هي الأندراغوجيا؟,3,Short (1-3)
3793,من هو مؤسس الإمبراطورية الفارسية؟,5,Medium (4-8)
3795,من هو الكاتب الذي أنشأ شخصية سبايدر مان لأول مرة؟,10,Long (9+)
3796,أين ولد باروخ سبينوزا ؟,5,Medium (4-8)
3800,كم عدد جزر المالديف؟,4,Medium (4-8)
3807,من صمم القنبلة النووية ؟,5,Medium (4-8)
3824,اين درس الرئيس بشار الاسد ؟,6,Medium (4-8)
3833,متى تولى فلاديمير بوتين رئاسة روسيا؟,6,Medium (4-8)
3834,كم يبلغ وزن الدب البني؟,5,Medium (4-8)
3839,"متى رسم إدفارت مونك  لوحة ""الصرخة""؟",6,Medium (4-8)
3843,ما مساحة السودان؟,3,Short (1-3)
3848,من هو أندريا بوتشيلي؟,4,Medium (4-8)
3849,ما هي الالعاب الذهنية ؟,5,Medium (4-8)
3851,هل النزيف في العين من أعراض التنكس البقعي؟,8,Medium (4-8)
3854,من هو مؤلف كتاب أصول النظام السياسي ؟,8,Medium (4-8)
3857,ما هي غواصات الصواريخ البالستية؟,5,Medium (4-8)
3862,من هو ليوبولدو أودونيل (دوق تطوان الأول)؟,7,Medium (4-8)
3865,من هو جروفر كليفلاند؟,4,Medium (4-8)
3875,ما هو العدد الذري لعنصر الزينون؟,6,Medium (4-8)
3877,متى أنشأت أول مطبعة عربية؟,5,Medium (4-8)
3883,كم طول الحدود بين سوريا  و  الأردن ؟,8,Medium (4-8)
3888,من هي الشركة المنتجة لمسلسل الرسوم المتحركة لوز وسكر؟,9,Long (9+)
3892,كيف يتم قياس شدة التيار الكهربائي؟,6,Medium (4-8)
3894,ما هي التأتأة؟,3,Short (1-3)
3901,من هي العائلة التي وحدة الصين بعد حقبة الممالك المتحاربة ؟,11,Long (9+)
3910,متى ولد الشيخ محمد فرحات ؟,6,Medium (4-8)
3917,في أي عام توحد اليمن الشمالي والجنوبي؟,7,Medium (4-8)
3925,كم عدد ابناء الملك عبد الله الثاني؟,7,Medium (4-8)
3934,ماهي عدد أحرف اللغة المجرية ؟,6,Medium (4-8)
3938,ما هو التأشيب الجيني؟,4,Medium (4-8)
3941,من هو محمد مرشد ناجي ؟,6,Medium (4-8)
3942,متى تاسست شركة مارفل ؟,5,Medium (4-8)
3950,متى تم انشاء جامعة عين شمس؟,6,Medium (4-8)
3953,أين حكمت السلالة التركية آل خاقان؟,6,Medium (4-8)
3958,من هو ريتشارد الأول ملك إنجلترا؟,6,Medium (4-8)
3977,متى حدثت ثورة الزنج في العراق؟,6,Medium (4-8)
3982,من هو الشماس؟,3,Short (1-3)
3986,هل تقع القدس في الضفة الغربية؟,6,Medium (4-8)
3993,متى ولد محمّد بن أحمد بن نبهان بن خضر ؟,10,Long (9+)
3997,ماذا كان اللقب الرسمي لحاكم المقاطعة في الدولة الميدية ثم الفارسية القديمة؟,12,Long (9+)
3999,ما هي عاصمة جمهورية قبردينو - بلقاريا؟,7,Medium (4-8)
4006,أين يقع جبل الزيتون؟,4,Medium (4-8)
4010,متى تولى هواري بومدين رأسة الجزائر؟,6,Medium (4-8)
4019,كم عدد طبقات الدماغ ؟,5,Medium (4-8)
4024,أين تقع آثار البترا ؟,5,Medium (4-8)
4026,في أي سنة توفي النبي محمد؟,6,Medium (4-8)
4031,كم عدد السور في القرآن الكريم ؟,7,Medium (4-8)
4039,ماهو متوسط سرعة الرياح في أستراليا ؟,7,Medium (4-8)
4048,من هو المعتمد بن عباد؟,5,Medium (4-8)
4050,من هو علي عزت بيغوفيتش؟,5,Medium (4-8)
4051,من اين ينبع نهر بارانا؟,5,Medium (4-8)
4056,ما هي مساحة تشيلي؟,4,Medium (4-8)
4057,متى ولدة مارغريت هيلدا ثاتشر ؟,6,Medium (4-8)
4059,متى ولد الفيلسوف فريدريك إنجلز؟,5,Medium (4-8)
4064,من هو خوان رويز؟,4,Medium (4-8)
4072,هل حصلت حملة برمنجهام في ولاية ألاباما فقط ؟,9,Long (9+)
4074,أين ولد عبد السلام المجالي؟,5,Medium (4-8)
4078,من هو ثيودوسيوس الأول؟,4,Medium (4-8)
4085,من مخترع القنبلة الذرية ؟,5,Medium (4-8)
4088,متى تولى الملك طلال بن عبد الله حكم الأردن؟,9,Long (9+)
4102,من هو أول رئيس بلدية لعمان العاصمة عام 1909م؟,9,Long (9+)
4106,هل تم الانسحاب الامريكي من العراق بقرار ؟,8,Medium (4-8)
4111,ماهو مرض التسمم السجقي؟,4,Medium (4-8)
4113,في أي مدينة سورية يقع دير مار أفرام السرياني؟,9,Long (9+)
4114,ما هو اصل العثمانيين ؟,5,Medium (4-8)
4119,ما النظام السياسي في ألبانيا؟,5,Medium (4-8)
4122,متى تم إغتيال أبو جهاد؟,5,Medium (4-8)
4130,من هو آليستر كراولي؟,4,Medium (4-8)
4131,هل يؤمن المسلمون أن آدم هو أول خلق الله؟,9,Long (9+)
4137,أين تقع مدينة الزرقاء؟,4,Medium (4-8)
4147,متى ولد الممثل التركي بوراك أوزشيفيت؟,6,Medium (4-8)
4151,ما نسبة المسلمون في الأردن؟,5,Medium (4-8)
4157,من هو حاكم الكويت السابع؟,5,Medium (4-8)
4166,هل الجندب حيوان عاشب و لاحم في نفس الوقت؟,9,Long (9+)
4167,متى تأسيس اللجنة الدولية للصليب الأحمر؟,6,Medium (4-8)
4169,متى أنهى الله إنزال القرآن الكريم ؟,7,Medium (4-8)
4170,من هى والدة الملكة إيزابيل الثانية ؟,7,Medium (4-8)
4173,ما هو نموذج بور؟,4,Medium (4-8)
4174,ما هي عاصمة اليمن؟,4,Medium (4-8)
4175,من هو جون فرانسوا شامبليون؟,5,Medium (4-8)
4183,كم بلغ عدد أعضاء الحلف الديلي؟,6,Medium (4-8)
4199,ما هو الكورتيزون؟,3,Short (1-3)
4203,هل يؤمن الدروز بالتقمص؟,4,Medium (4-8)
4219,ما جنسية المغني ناصيف زيتون؟,5,Medium (4-8)
4223,ما هو  المارزمس؟,3,Short (1-3)
4224,أين ولدت عالمة الفلك كارولين هيرشل؟,6,Medium (4-8)
4230,من هو آخر الخلفاء الراشدين ؟,6,Medium (4-8)
4237,ماهو تعداد سكان أستراليا ؟,5,Medium (4-8)
4245,ماهي عاصمة الكويت؟,3,Short (1-3)
4258,ماهو تعداد سكان البحرين ؟,5,Medium (4-8)
4266,أين تقع ولاية كيرلا؟,4,Medium (4-8)
4271,لأي محافظة إيرانية تتبع مدينة آباده؟,6,Medium (4-8)
4276,في ماذا تستخدم الكاميرا الشعاعية الدقيقة؟,6,Medium (4-8)
4280,من هو روي جنكينز؟,4,Medium (4-8)
4290,ما هي أعلى قمة لجبال طوروس؟,6,Medium (4-8)
4294,من هو صاحب رواية (فرانكشتاين) المؤلفة عام 1818؟,8,Medium (4-8)
4295,متى وقعت الرارنجية؟,3,Short (1-3)
4297,أين تقع لبنان جغرافيا؟,4,Medium (4-8)
4303,من هو الممثل الذي جسد شخصية دون فيتو كورليوني في فيلم العراب؟,12,Long (9+)
4309,ماهو أول نادي أوربي لعب رياض محرز ضمن صفوفه؟,9,Long (9+)
4312,متى بدأت الحروب الصليبية؟,4,Medium (4-8)
4315,ما هي رتيبة عصافير الرامي؟,5,Medium (4-8)
4318,متى تم إنشاء منظمة التحرير الفلسطينية ؟,7,Medium (4-8)
4322,متى ولدت كليوباترا؟,3,Short (1-3)
4328,من هو إبن رشد؟,4,Medium (4-8)
4331,من هو البابا المسيحي الحالي؟,5,Medium (4-8)
4336,متى تم استخدام الدبابة في الحروب اول مرة؟,8,Medium (4-8)
4338,أين ولد إدموند إيفانز ؟,5,Medium (4-8)
4342,من هو عبد الرحمن الكيلاني النقيب؟,6,Medium (4-8)
4345,في أي عام وقعت معركة أبي قير البحرية؟,8,Medium (4-8)
4348,من أصغر لاعب سجّل في نهائي كأس العالم لكرة القدم؟,10,Long (9+)
4354,أين يقع بحر المرجان؟,4,Medium (4-8)
4357,هل تمتلك كوريا الشمالية أسلحةً نووية ؟,7,Medium (4-8)
4361,ما هي الحركات الإسلامية أو الجماعات الإسلامية؟,7,Medium (4-8)
4367,"كيف عرف الاتحاد الفلكي الدولي عام 2006 ""جرم النظام الشمسي الصغير""؟",11,Long (9+)
4374,ما هو تلسكوب هابل ؟,5,Medium (4-8)
4377,متى إندلعت الإحتجاجات في الكويت ؟,6,Medium (4-8)
4380,أين ولدت الأديبة مي زيادة؟,5,Medium (4-8)
4388,ماهو تعداد سكان فرنسا ؟,5,Medium (4-8)
4389,ما هي عاصمة جمهورية أفريقيا الوسطى؟,6,Medium (4-8)
4391,ما عاصمة دولة المرينيون؟,4,Medium (4-8)
4397,ما هو الجهاد الأكبر؟,4,Medium (4-8)
4400,أين يقع مثلث بارمودا ؟,5,Medium (4-8)
4401,في أي عام تم تشغيل وبرمجة أول رجل آلي؟,9,Long (9+)
4404,كم يبلغ طول نهر تومين؟,5,Medium (4-8)
4414,متى بدأ القتال في وسط مدينة حلب خلال أحداث 2012 ؟,11,Long (9+)
4418,ما هو الفيتامين الذي يسبب نقصه أمراض اللثة ؟,9,Long (9+)
4432,ما هو الإشعاع حراري؟,4,Medium (4-8)
4434,ما هي الموجة الكهرومغناطيسية؟,4,Medium (4-8)
4435,أين ولد محمد الثاني الفاتح ؟,6,Medium (4-8)
4439,ماهو دور محلل المفردات ؟,5,Medium (4-8)
4448,من قام بإغتيال عمر إبن الخطاب ؟,7,Medium (4-8)
4468,أين تقع مدينة كيبك؟,4,Medium (4-8)
4473,اين توجد مدينة القيروان ؟,5,Medium (4-8)
4476,ما هو النُّحَاسُ الأَصْفَرُ؟,4,Medium (4-8)
4483,متى فتحت بلاد فارس في معركة القادسية؟,7,Medium (4-8)
4484,متى ولد الإمبراطور فرانتس يوزف الأول؟,6,Medium (4-8)
4485,من هو هيغل ؟,4,Medium (4-8)
4489,متى إكتشف اللقاح للحصبة؟,4,Medium (4-8)
4514,من هو الممثل الذي لعب دور بران ستارك في مسلسل صراع العروش؟,12,Long (9+)
4515,من هو أول ملك للأردن؟,5,Medium (4-8)
4521,"من كتبت رواية  ""فرانكشتاين أو إله النار الجديد""؟",8,Medium (4-8)
4523,من هو أمين عام حزب حركة النهضة  في تونس؟,9,Long (9+)
4525,من هو مؤلف كتاب المحاورات السقراطية (الجمهورية)؟,7,Medium (4-8)
4538,من كان قائد جيوش المسلمين ضد الحملة الصليبية الثالثة ؟,10,Long (9+)
4557,متى ولد محمد إبراهيم بن محمد عبد الله بن نور ؟,11,Long (9+)
4567,متى ولد نعوم تشومسكي ؟,5,Medium (4-8)
4572,ما هي مجزرة سيفو؟,4,Medium (4-8)
4576,ما هي عاصمة زامبيا ؟,5,Medium (4-8)
4577,اين توجد مدينة جبل طارق؟,5,Medium (4-8)
4583,هل تعتبر آيسلندا دولة أوروبية ؟,6,Medium (4-8)
4585,كم عدد أقمار الكوكب زحل؟,5,Medium (4-8)
4587,ما هو عدد الأسنان المؤقتة عند الإنسان؟,7,Medium (4-8)
4590,متى اعلنت تونس استقلالها؟,4,Medium (4-8)
4596,ما هي الشفرة الجينية؟,4,Medium (4-8)
4597,ما هو البروتين ؟,4,Medium (4-8)
4609,من هو مخرج فيلم جرافيتي ؟,6,Medium (4-8)
4614,ما الشركة المصّنعة للمحرك سي اف ام 56؟,8,Medium (4-8)
4615,ماهو مرض الصدر الجؤجؤي؟,4,Medium (4-8)
4616,ما هو عدد الأعضاء المفوضين في المفوضية الأوروبية؟,8,Medium (4-8)
4620,في الأساطير اليونانية من هي إلهة الحب والشهوة والجمال والإنجاب؟,10,Long (9+)
4621,ما هي مساحة سوريا ؟,5,Medium (4-8)
4627,هل يتكون الجهاز العصبي المركزي من الدماغ والحبل الشوكي؟,9,Long (9+)
4630,من هو مؤسس الطريقة الشاذلية؟,5,Medium (4-8)
4639,أين ولد مالك بن أنس؟,5,Medium (4-8)
4644,في أي عام احتلت فرنسا جمهورية هايتي ؟,8,Medium (4-8)
4647,أين تقع مدينة تريم؟,4,Medium (4-8)
4648,هل ينتقل فيروس ايبولا عبر الهواء؟,6,Medium (4-8)
4649,في أي مدينة يقع مدرج البصرى ؟,7,Medium (4-8)
4651,ما هي الاسنان اللبنية ؟,5,Medium (4-8)
4656,من هو أفلاطون؟,3,Short (1-3)
4659,اين ولد ارخميدس ؟,4,Medium (4-8)
4673,متى تأسست شركة سيسكو ؟,5,Medium (4-8)
4674,هل أستعمل  جهاز الاتصال في الحرب العالمية الأولى؟,8,Medium (4-8)
4677,"ماهو ""تنظيم الدولة الإسلامية""؟",4,Medium (4-8)
4679,متى ولد إبراهيم هنانو؟,4,Medium (4-8)
4683,اين يقع جبل نقم ؟,5,Medium (4-8)
4692,متى انتهت الحرب العراقية الإيرانية رسميا؟,6,Medium (4-8)
4697,ما هو أعلى كيان حكومي في المملكة المتحدة؟,8,Medium (4-8)
4698,ما هو اسم صديق جلجامش بحسب ما ذكر في الملحمة؟,10,Long (9+)
4699,من مخترع الليزر؟,3,Short (1-3)
4706,متى تم تأليف معجم لسان العرب؟,6,Medium (4-8)
4707,متى تأسست منظمة هيومان رايتس ووتش؟,6,Medium (4-8)
4719,أين يستخدم التقويم البنغالي؟,4,Medium (4-8)
4721,في أي عام تأسس نادي بروكلين نتس لكرة السلة؟,9,Long (9+)
4724,ما عاصمة  الإمبراطورية البيزنطية؟,4,Medium (4-8)
4731,متى ولد نابليون بونابرت الأول ؟,6,Medium (4-8)
4737,هل يوجد دليل علي إنشقاق القمر ؟,7,Medium (4-8)
4742,من هو مؤسس علم الاجتماع؟,5,Medium (4-8)
4743,أين تتم تخزين المعلومات البنكية؟,5,Medium (4-8)
4747,متى ولد محمد عزة بن عبد الهادي دروزة ؟,9,Long (9+)
4748,متي ولد نيكولا تيسلا ؟,5,Medium (4-8)
4751,في أي عام انضم كوهين إلى منظمة الشباب اليهودي الصهيوني في الإسكندرية؟,12,Long (9+)
4756,من هو نجيب محفوظ ؟,5,Medium (4-8)
4759,ما هو أيزو 4217؟,4,Medium (4-8)
4765,هل تقع جزر المارشال في المحيط الهادئ ؟,8,Medium (4-8)
4770,ما هو البرلمان؟,3,Short (1-3)
4772,ما هي سنوات الطفل المتهادي؟,5,Medium (4-8)
4773,من هو بطل أنمي مذكرة الموت ؟,7,Medium (4-8)
4777,أين يقع مقر الأكاديمية الملكية الإسبانية؟,6,Medium (4-8)
4783,من هى شهرزاد ؟,4,Medium (4-8)
4785,ما هي البروتينات ؟,4,Medium (4-8)
4792,من هو مؤلف كتاب الكوميديا الإلهية؟,6,Medium (4-8)
4796,أين يقع مطار أوهير الدولي؟,5,Medium (4-8)
4808,متى افتتح ملعب كرة قدم سلتيك بارك؟,7,Medium (4-8)
4811,ضمن أي محافظة إيرانية يقع دير القديس تداوس؟,8,Medium (4-8)
4819,في أي محافظة ايرانية تقع عبادان؟,6,Medium (4-8)
4830,كم تبعد موناكو عن مدينة نيس الفرنسية ؟,8,Medium (4-8)
4831,ما هي فرانكونيا السفلى؟,4,Medium (4-8)
4840,ما هو اليوبيل الذهبي؟,4,Medium (4-8)
4853,من هو أدولف هيتلر ؟,5,Medium (4-8)
4855,متى تأسست برنامج الأمم المتحدة الإنمائي ؟,7,Medium (4-8)
4867,من هو مؤلف موسيقا الفصول الأربعة؟,6,Medium (4-8)
4876,علي أي بحر تطل مدينة شرم الشيخ ؟,8,Medium (4-8)
4880,من اخترع الهمبرغر؟,3,Short (1-3)
4885,ما إسم رئيس وزراء كندا؟,5,Medium (4-8)
4887,هل عاش  اليهود في المدينة المنورة في عهد الرسول محمد؟,10,Long (9+)
4890,ما هي أم الدم الأبهرية؟,5,Medium (4-8)
4891,هل للمشتري أقمار؟,3,Short (1-3)
4902,متى تأسست جمهورية بنما ؟,5,Medium (4-8)
4903,ما هو دور المبيض في الجهاز التناسلي الانثوي؟,8,Medium (4-8)
4908,اين تقع مدينة أبردين؟,4,Medium (4-8)
4917,من هو مؤسس مدينة فاس في المغرب العربي؟,8,Medium (4-8)
4922,هل تجلط الدم من أعراض القصور الكبدي الحاد ؟,9,Long (9+)
4926,في أي عام تأسس التويتر؟,5,Medium (4-8)
4930,ما هي التكنولوجيا الحيوية؟,4,Medium (4-8)
4935,من هو شعب التونغفا؟,4,Medium (4-8)
4937,متى ولد توماس اديسون ؟,5,Medium (4-8)
4939,من هو يهوذا ؟,4,Medium (4-8)
4947,من مؤدي صوت عدنان بالدبلجة العربية لمسلسل عدنان ولينا؟,9,Long (9+)
4948,متى انفصلت السودان عن مصر ؟,6,Medium (4-8)
4950,ما هي عاصمة الصومال؟,4,Medium (4-8)
4951,أين تقع مدينة زرهون ؟,5,Medium (4-8)
4953,متى ولد كارل هانريك ماركس ؟,6,Medium (4-8)
4958,متى ولد إدموند إيفانز؟,4,Medium (4-8)
4961,من تبلغ سماكة الوشاح الأرضي ؟,6,Medium (4-8)
4971,من هو القديس المسمى بالصخرة؟,5,Medium (4-8)
4973,ما هو القانون المدني؟,4,Medium (4-8)
4980,من هو القديس؟,3,Short (1-3)
4983,ما هي ثالث أكبر ديانة في الولايات المتحدة ؟,9,Long (9+)
4992,ما هي اطول حرب في تاريخ البشرية؟,7,Medium (4-8)
4995,هل حبوب منع الحمل فعالة ؟,6,Medium (4-8)
4996,من هو محمد الثاني ؟,5,Medium (4-8)
5001,متي توفيت أودري هيبورن ؟,5,Medium (4-8)
5006,اين يوجد معبد بران؟,4,Medium (4-8)
5007,ما هو المنجل ؟,4,Medium (4-8)
5015,ما هو مرض الجذام؟,4,Medium (4-8)
5018,من آخر  رئيس عراقي قبل  غزو  العراق 2003؟,8,Medium (4-8)
5029,كم تبلغ نسبة الفلسبار من تكوين القشرة الأرضية؟,8,Medium (4-8)
5035,أين تقع مدينة الزبير؟,4,Medium (4-8)
5039,ماهي عاصمة نيوزيلندا؟,3,Short (1-3)
5046,أين تقع تيمور الشرقية؟,4,Medium (4-8)
